gene,mean_expression
PXN,0.30020532
ACO2,0.2999299
MACF1,0.29970452
KDELR1,0.29940405
HLA-DRA,0.29920372
EHD2,0.29865286
PLOD1,0.2985026
NAP1L4,0.29845253
FBLIM1,0.29840246
MRPS26,0.29822716
PIGT,0.29807693
NDN,0.2980519
NDFIP1,0.29790163
PSMC3,0.29777643
CHP1,0.29740083
MRPL57,0.2973758
LUC7L,0.29710037
COMMD4,0.29707533
BCAR1,0.29695013
ATP6V0D1,0.2967498
VSIG2,0.29639924
ZEB2,0.29634917
HDHD3,0.29627404
MICAL1,0.29609877
CDKN1A,0.29597357
CHD4,0.29597357
LPP,0.2958233
EMP1,0.29579827
TNFRSF1A,0.29539764
HDGF,0.29514724
ADIRF,0.29509714
ISLR,0.2950721
DNPH1,0.2949469
GPI,0.29492188
RAB5C,0.29489684
IFITM2,0.29472154
UBE2E3,0.2943209
SDC1,0.29409555
ADAM33,0.29384515
DSG2,0.29346955
PRRC2A,0.2934445
DPM3,0.29326922
SCNN1A,0.29274338
SNRPC,0.29269332
GCHFR,0.29259315
NT5DC2,0.29221755
GAS6,0.29221755
DNAJA1,0.29219252
ATP6AP1,0.29206732
RAB1B,0.29204226
ATP2B4,0.29196715
RASSF7,0.29194212
NDUFB3,0.29189202
COLGALT1,0.291867
COX17,0.29184195
C9orf16,0.29154146
MUC20-OT1,0.2914914
CCND1,0.2914413
AQP8,0.29134116
PRPH,0.29104066
MAN2C1,0.29101562
UBXN1,0.2908153
MSL1,0.2905649
SORBS3,0.29046473
IFNGR2,0.2904397
TM9SF2,0.29026443
MAST2,0.2901893
NDUFB6,0.2901142
EIF4EBP2,0.28978866
PRKAR1A,0.2896885
RAB2A,0.28921273
SH3PXD2A,0.28901243
UXT,0.28888723
TGM2,0.28876203
PNISR,0.2885617
BMP1,0.28848657
ANAPC5,0.2882612
DMAC1,0.2881861
RPL22L1,0.28803587
GAK,0.28798577
MRPL27,0.28783554
EPN1,0.28783554
SNRPD3,0.28748497
MMP15,0.2873848
POLR2F,0.2870593
KLF2,0.28695914
PON2,0.2869341
MRPL12,0.286884
ACAP3,0.28658354
LAMB3,0.2858824
ECI1,0.28573218
VPS29,0.28538162
STMN2,0.28538162
HEBP2,0.28528145
RGS5,0.28520632
GLS,0.28520632
NOTCH3,0.28513122
CLUH,0.28508112
DDB1,0.28503105
ATP2A2,0.2844301
MRPL20,0.2831781
D2HGDH,0.2830028
NNAT,0.28297776
YIPF3,0.28295273
NKTR,0.2827524
CXCL14,0.28270233
C1orf122,0.28257713
RNF181,0.282502
TMEM248,0.28235176
SERINC1,0.28227663
CCT4,0.28195113
TAF10,0.28152543
PCDH18,0.28147537
TNFRSF14-AS1,0.28142527
SNRPF,0.28127503
DHRS11,0.28102463
SIGIRR,0.2806991
C7,0.28047377
SRSF10,0.28042367
HNF4A,0.2803736
SRSF9,0.2803235
TGFBI,0.2801983
SUGP2,0.2801232
EIF5,0.28009817
CRTAP,0.2800731
ARFGAP1,0.2800731
CHMP2A,0.2800731
BZW1,0.27972254
NCAM1,0.27947214
POLR2I,0.27917168
SEPT11,0.2791216
HDAC1,0.2788211
RAB34,0.27867088
PNN,0.27854568
NUDT4,0.27854568
CAPN5,0.27847055
MRC2,0.27834535
CNN2,0.27827024
SELENOF,0.27809495
DYNC1LI2,0.27786958
TCP1,0.27766928
SAR1A,0.27761918
OSTC,0.27756912
WFDC2,0.27744392
PSMD2,0.27734375
KIF5B,0.27731872
PLAC8,0.27726862
CNOT1,0.27721855
KPNB1,0.27691808
PBX1,0.27681792
MGAT1,0.27659255
CCS,0.27604166
SPSB3,0.27601662
TUBB6,0.27601662
RAD21,0.27591646
RPS19BP1,0.27579126
SSNA1,0.275616
SPATS2L,0.27551582
NANS,0.2750651
SSU72,0.27499
WASHC1,0.27471453
IGLC3,0.27466446
CSNK1D,0.27458933
AHCY,0.27451423
CEBPA,0.2744892
GRINA,0.2744892
GPRC5A,0.27433893
TFG,0.27428886
SNX5,0.27421373
ITPR3,0.27401343
TSC2,0.27401343
CLU,0.27391326
MYO7B,0.27383813
BLVRB,0.27383813
MBOAT7,0.27376303
FDFT1,0.27373797
ACSL5,0.27358773
NFIB,0.27353767
CHMP1A,0.2730619
EPS8L3,0.27298677
NDUFAF3,0.2728866
UBE2L3,0.27236077
TALDO1,0.27236077
STOML2,0.27233574
RTN3,0.2716847
PRDX4,0.2713842
C11orf58,0.27135918
NSA2,0.27133414
SLC40A1,0.2711839
SLC2A4RG,0.2710086
SLC44A1,0.27098358
G0S2,0.27055788
UBE2M,0.27035758
SMIM26,0.2702574
CYHR1,0.27003205
PHC2,0.270007
MYL6B,0.26998198
CFDP1,0.26998198
EIF3D,0.26970652
RTRAF,0.26943108
IL32,0.26900542
ARF5,0.2688051
PAFAH1B1,0.26822916
ACAA1,0.26752806
STARD7,0.2673027
COPA,0.26720253
DCHS1,0.2670523
TOP2A,0.26690203
EXOC7,0.2664263
EFNB1,0.26635116
LSM3,0.26635116
SULF2,0.266251
TINAGL1,0.2660006
CCT5,0.26597556
CD248,0.2654998
RBCK1,0.26509917
SUN2,0.26489884
STUB1,0.26452324
ALDH18A1,0.2644481
NET1,0.26434797
TRAPPC2L,0.2641977
STAP2,0.26392227
AGR3,0.2638221
PDE5A,0.26379707
PALLD,0.26379707
THBS2,0.26377204
STOM,0.26367188
ARPC1A,0.26364684
CDC34,0.26352164
TMPO,0.26322114
TGOLN2,0.26322114
UBE2D2,0.2631961
SLC3A2,0.26317108
GALE,0.26317108
CANT1,0.26317108
C6orf62,0.26314604
TPD52L2,0.26309595
ESD,0.26274538
PUF60,0.26272035
AKT1,0.2626953
DHX15,0.26241988
MBD3,0.26211938
SEC13,0.26209435
SHC1,0.26209435
HMG20B,0.26204428
FGFR1,0.26191908
COQ4,0.26179388
PPP1R12B,0.2613682
SAFB,0.2611178
AP3D1,0.26104265
QPRT,0.26101762
CNPY2,0.26081732
MRPL23,0.260617
IER3,0.26059195
OTUB1,0.26056692
MRPL14,0.26041666
EIF3M,0.25996596
C10orf99,0.25954026
RBBP7,0.2594902
XBP1,0.2594401
CCNL1,0.25916466
FAM162A,0.2591146
GPAA1,0.25891426
ENY2,0.2588642
MCRIP1,0.25878906
HPN,0.25876403
HSD17B11,0.25858873
AP1G2,0.2584886
COX14,0.25833833
TMEM106C,0.25828826
PRR15L,0.25823817
MYO15B,0.25821313
CSNK1E,0.2580629
C1R,0.25801283
SNRPD1,0.25776243
NDUFS3,0.25776243
PACSIN2,0.25761217
ZNF706,0.25753707
EMP3,0.25738683
DUS1L,0.25728667
PRDX3,0.25721154
PFN2,0.2571865
MXD4,0.2571865
LY6E,0.25703627
DAZAP1,0.2570112
ELOVL1,0.2570112
PDCD6IP,0.2569361
FAT1,0.2563101
PPP4C,0.25608474
PNRC2,0.2559345
DHCR24,0.2556841
EPHX2,0.25520834
UBTF,0.25518328
RAMP2,0.25503305
FLOT1,0.25503305
ODC1,0.25473258
METTL26,0.25473258
PLAC9,0.25435698
ATRAID,0.2542568
SSR3,0.25420672
RERE,0.25410658
NCKAP1,0.25405648
CMPK1,0.25400642
DNASE1,0.25395632
TLE2,0.25375602
ILVBL,0.25373098
DHRS3,0.25370592
SND1,0.2531801
ESRRA,0.25315505
PSMA2,0.25310495
CHPF,0.2529297
MELTF,0.25290465
NR2F2,0.25290465
MPC2,0.25275442
RBBP4,0.25272936
TIAL1,0.25245392
CCT6A,0.2524289
FOXF2,0.2523788
OBSL1,0.25232872
CAST,0.25210336
ATG4B,0.2520533
FAAP20,0.2519281
NECTIN2,0.2517528
DEK,0.25172776
SNHG9,0.2516777
SRSF1,0.25165266
RHEB,0.25157753
MSMO1,0.25145233
OXA1L,0.2514273
ECE1,0.2514273
REPIN1,0.25120193
PIN1,0.25120193
MAP1LC3B,0.2511268
MCAM,0.25102663
MVD,0.2509265
PACS2,0.25085136
RNASEH2C,0.25070113
PI3,0.25060096
PCNP,0.25057593
ZRANB2,0.25052583
SSR1,0.25030047
TRA2A,0.25
CISD3,0.24984977
AK2,0.24977463
PRAP1,0.24957432
PHLDB1,0.24934895
COPS6,0.24929889
EIF3A,0.24902344
PDAP1,0.2489984
CAPN1,0.24894832
VASP,0.24869792
TLN1,0.24864784
TARDBP,0.24862279
DAP,0.24827224
IL11RA,0.24817207
SELENON,0.24802184
PIEZO1,0.24799679
SSFA2,0.24789664
PSMB2,0.24789664
HOXB5,0.2477464
SLC44A2,0.24764623
PPP2CB,0.2476212
PPA1,0.24754608
AAMP,0.24734576
SDCBP,0.2471204
AP2A2,0.24707031
CCT8,0.24676983
MOB1A,0.2467448
TMEM9,0.2467448
PTEN,0.24654447
LIMS2,0.24619392
ADAR,0.24619392
HADHB,0.24611878
PHGDH,0.24586838
IFI27L2,0.24574319
PFDN2,0.2455679
PCBD1,0.24551784
ERH,0.24539264
TMEM14C,0.2453175
LOXL2,0.24529247
SELENOK,0.24509215
VEGFB,0.24459134
TNS2,0.24454127
SARS,0.24439102
NEDD4L,0.24419071
ETFA,0.24404046
GBA2,0.24396534
PLPP1,0.24394031
NUDC,0.24394031
BTG2,0.24391526
ABHD17A,0.24389023
DDIT4,0.24384014
IDH3B,0.24366486
MLXIP,0.24361478
SDC2,0.24341446
HM13,0.24341446
UBXN6,0.24326423
HSPA9,0.24321415
CKAP4,0.24321415
TTC38,0.24296375
GPS1,0.2428135
TBCD,0.24253806
TMED4,0.24228767
RBM10,0.24216247
PAXX,0.24216247
NPEPPS,0.24166165
MAL2,0.24163662
NDUFA5,0.24153645
TOP2B,0.24151142
PSMD13,0.2413111
SPCS2,0.24121094
CDK4,0.24111077
RAB5B,0.24108574
NADSYN1,0.24091046
MYH10,0.24068509
TBC1D9B,0.24033454
ENC1,0.24028446
UBE2B,0.24023438
SH3GL1,0.24010918
SH3GLB2,0.24003406
IDH1,0.23998398
LGMN,0.23988381
DHX9,0.23975861
INPPL1,0.23975861
MKNK2,0.23973358
HCFC1R1,0.23960838
BLCAP,0.2395583
KLHDC2,0.2394331
ABCC3,0.23940805
HNRNPUL1,0.23940805
PNCK,0.2393079
ADAMTS1,0.2393079
GFPT1,0.23915765
SQOR,0.23915765
NOTCH1,0.2390575
SLPI,0.23878205
SYNCRIP,0.23850662
PLAGL1,0.23845653
PLS1,0.23843148
ABL1,0.23833133
CDX2,0.23765525
CLDN5,0.2376302
MARVELD1,0.23742989
NFE2L1,0.23740485
LENG8,0.23730469
SZRD1,0.23702924
METTL9,0.23697917
YPEL3,0.23682892
USF2,0.23665364
CTSL,0.2365034
TFRC,0.2365034
ZMIZ1,0.23645332
PERP,0.23637821
PCNA,0.23635316
SERPINB1,0.23627804
FAM168B,0.23627804
GUSB,0.23585236
MRPL33,0.23582733
SPIN1,0.23547676
ARHGAP27,0.23532653
BAD,0.23517628
ADNP,0.23515125
TNIP1,0.2347506
MMP24OS,0.23467548
LARP1,0.23465045
SMIM24,0.23452523
RCN2,0.23445012
POLR1D,0.23442508
INTS1,0.23432492
MRPL43,0.23414963
MGLL,0.2339994
LSM2,0.23389924
EMC4,0.2338742
ARL2,0.23384915
EPB41L2,0.23379909
HIC1,0.23369892
SCAMP2,0.2334986
B4GALT1,0.23334835
TCEAL4,0.23329827
CNDP2,0.23327324
ARHGEF10L,0.2332482
PABPC4,0.23317307
TRAM1,0.23299779
NAA10,0.23297276
PEPD,0.23294772
PLXND1,0.23287259
LRIG1,0.23279747
MFGE8,0.23262219
MUC4,0.23259716
FAM160A2,0.23259716
TRIO,0.23252204
LBR,0.23244691
DHX30,0.23234676
COX7A2L,0.23209636
GUCD1,0.23207131
NELFB,0.23204628
POLR2G,0.23202123
DLK1,0.2319962
DCTN3,0.23194611
NOSIP,0.231871
UQCC2,0.23177083
MXRA7,0.23157051
EIF1AX,0.23152043
CHTOP,0.23147035
CTSS,0.2313702
FOXF1,0.23127003
GOLGA8A,0.231245
PPP2CA,0.23121995
GOLIM4,0.23101963
ARFGAP2,0.23091947
ZNF428,0.23051883
SNX17,0.23044372
PDXDC1,0.23036858
RGL2,0.23029347
CLPTM1L,0.23024338
SUPT5H,0.23014323
SPINK4,0.23011819
COL27A1,0.22996795
BCLAF1,0.22989284
SELENOO,0.22986779
UFC1,0.22971755
DCXR,0.22961739
YWHAG,0.22921674
SH2B1,0.22914162
GOLGA3,0.22899139
EBP,0.22899139
SLC25A39,0.22891627
AFDN,0.2288161
CCNG2,0.22861579
C1QA,0.22861579
HDAC2,0.22859074
DYNLL2,0.22856571
MPZL1,0.22846554
SUMO1,0.22834034
ARPP19,0.22826523
PUM2,0.22816506
VILL,0.22788963
PSMD4,0.22773938
ANKRD9,0.22766426
SSRP1,0.22758915
ATP6AP2,0.22758915
SRRT,0.2275641
HEXA,0.22746395
FASN,0.22723858
NUCB1,0.22713841
SLC37A4,0.22703826
PGRMC2,0.2268129
RCC2,0.2268129
ST3GAL4,0.22671273
PPP6R3,0.22648738
TYMS,0.2263121
PIM3,0.22623698
HERPUD1,0.22608674
FAM20C,0.22573617
RAD23A,0.22551082
NEO1,0.22551082
SDC4,0.22548577
MYO1D,0.22523537
ANKRD11,0.22518529
S100P,0.22516026
ANP32A,0.22513522
IGF2BP2,0.22511017
MBTPS1,0.22511017
ARHGAP1,0.22508514
C1QBP,0.22508514
KTN1,0.22498497
TCIRG1,0.22488482
COMT,0.22483474
STK24,0.22480969
RAP1A,0.22480969
SHISA3,0.22473457
NEU1,0.22473457
IPO5,0.22455929
ISCU,0.22453426
PNPLA2,0.22448418
CDHR2,0.2244341
PTPA,0.22433393
PJA2,0.22403346
SLC12A2,0.22403346
NOP56,0.22398338
NME1,0.22398338
CARHSP1,0.22395833
TMEM123,0.2238081
FENDRR,0.22375801
LSM5,0.22365785
TMEM230,0.22328225
VGLL4,0.22295673
RSRC2,0.22263122
CERS2,0.22258113
FAM234A,0.2223808
DNAJC8,0.22182992
DDAH1,0.22167969
LDLR,0.22157952
LSM14A,0.22157952
TSTD1,0.22155449
PEG10,0.22147937
MAF1,0.22145432
NDUFAF8,0.22140424
GLIPR2,0.22135417
TP53I13,0.22117889
C1orf43,0.22115384
PSMD3,0.22102864
HGS,0.2210036
NRP1,0.2208784
STAT6,0.22082832
MTMR11,0.22077824
RGS2,0.22075321
LMF2,0.22072816
LYPLA2,0.22040264
PTK7,0.22037761
TXN2,0.22020233
SMPD4,0.22012721
MICALL2,0.21997696
COTL1,0.2198768
SLC12A7,0.21955128
ARF6,0.21952625
N4BP2L2,0.21942608
NRBP1,0.21935096
IQGAP1,0.2192508
MLLT1,0.2191256
RBM25,0.21902545
NCOR2,0.2186248
STAB1,0.21852463
CDV3,0.21847455
EIF2S3,0.21844952
BIN1,0.21839944
SMO,0.2183744
CPS1,0.21809895
STAT2,0.21789864
PICALM,0.2178736
MLLT6,0.21779847
FAM50A,0.2177484
FUBP1,0.21747296
MED16,0.21742287
JAG1,0.21722256
MCRIP2,0.21719752
ACTR3,0.21707232
SMC4,0.21702224
DSP,0.21679688
CHMP3,0.21659656
KLF3,0.21657151
VDAC3,0.21652143
STK11,0.21634616
ACLY,0.21629608
NCOA4,0.21602063
CYFIP1,0.21572015
ADAM15,0.21569511
POLR2A,0.21567008
SNRPN,0.21559495
DDX39A,0.21556991
MAP3K11,0.21551983
SSBP1,0.2154948
TSTA3,0.21534455
ADGRE5,0.2152444
INAVA,0.21494392
BDH2,0.21489383
TSPAN4,0.21461838
MBNL1,0.21449319
CAMTA1,0.21436799
RBM47,0.21436799
G3BP2,0.21424279
MSN,0.21409255
RETREG2,0.21401742
ACP1,0.2139423
NDUFS4,0.21389222
SSBP3,0.21386719
CDC16,0.2138171
YIF1A,0.21364182
FAM89B,0.21364182
MOV10,0.21364182
RAB11B,0.2135667
CHCHD1,0.21294071
FKBP10,0.21274039
MAN1B1,0.21274039
SLC26A6,0.21264023
LIMA1,0.21254006
IL6ST,0.2120643
NAPA,0.2120643
MYO9B,0.21186398
EIF4EBP1,0.21183895
TMBIM4,0.21176383
KIAA2013,0.21158855
CDH11,0.21141326
UQCC3,0.21136318
DCTN1,0.21133815
GRHPR,0.2113131
MRPL55,0.21128806
CAPRIN1,0.21111278
SEMA4G,0.21111278
TMCO1,0.2109375
UBE2Z,0.2109375
APH1A,0.21088742
ARL6IP5,0.21066205
PEAR1,0.2098107
TCF4,0.20978566
PKP3,0.20968549
PAM,0.20968549
SUMO3,0.20966046
RPS6KA1,0.20963542
FAM129B,0.20961037
CA1,0.20953526
MFSD10,0.20930989
ITGA1,0.20928486
FBLN2,0.2088091
YY1,0.20878406
GLRX5,0.20875901
DRAP1,0.20870893
PRPF31,0.20845853
OAZ2,0.20840846
RNPEPL1,0.20838341
VWA1,0.20835838
CUX1,0.20828326
YAP1,0.20810798
GOLPH3,0.20810798
B4GALNT4,0.20795773
KIAA1522,0.2079327
CAVIN3,0.20785758
ITGA5,0.20775741
PLEKHO1,0.20775741
BABAM1,0.20765725
DNM3OS,0.20763221
LTBR,0.20738181
CHKA,0.20735677
MRPS6,0.20725662
ARPC1B,0.20723157
SI,0.20718148
HLA-DRB1,0.20715645
PECAM1,0.20708133
DGCR2,0.20688102
TPP1,0.20680588
UCKL1,0.20670573
REEP5,0.20660557
ARAP1,0.20655549
RPN1,0.20653045
DNAJB1,0.20640525
KRTCAP2,0.20633014
NADK,0.2061298
ATP6V1E1,0.2061298
EVA1B,0.20610477
MEA1,0.20597957
PCBP4,0.20582932
TMEM50A,0.20552884
RNF114,0.2052534
SELENOS,0.2052534
GCG,0.20515324
NCLN,0.20512821
DNMT3A,0.20507812
PNRC1,0.20495293
PRKCZ,0.20472756
SREK1,0.20462741
MAPK1IP1L,0.20462741
GALNT1,0.20462741
NDUFA8,0.20457733
FAM120A,0.20455228
FLII,0.20437701
SNRPA,0.20430188
YBX3,0.20427684
MUM1,0.20420173
HEXB,0.20395133
TPRN,0.20392628
ADAM28,0.20385116
DDX56,0.20382611
PRCP,0.20382611
UBE2C,0.20380108
MRPL28,0.20377605
PHYKPL,0.20372596
CKS2,0.20372596
TNRC18,0.20327523
ITPK1,0.20322517
TIMM17B,0.20309997
KLHDC3,0.20297477
HYAL2,0.20297477
CDK16,0.20294972
SDHB,0.20294972
DBNL,0.20289963
CERK,0.20277444
PSEN1,0.2027494
DYNC1I2,0.2026242
SDHD,0.20239884
VPS25,0.20232372
LAMTOR2,0.2022486
DBN1,0.20217347
FAM177A1,0.20209835
DVL3,0.20202324
MSRB2,0.20197316
BUB3,0.20197316
GPC1,0.20187299
TUBGCP2,0.20184796
RARRES1,0.20177284
SUCLG2,0.20174779
RBM42,0.20174779
CCT2,0.20172276
TMEM30A,0.20169772
FAM193B,0.20162259
TMEM205,0.20159756
UGDH,0.20159756
CCDC12,0.20152244
DNAJB6,0.20149739
FAM32A,0.20142227
PSMC1,0.20124699
GAL,0.20112179
ATP8B1,0.20102164
SRSF4,0.20084636
BAIAP2L2,0.20077123
DPT,0.2004958
RSL1D1,0.20047076
NBR1,0.20042068
ST5,0.20027043
P2RX4,0.2002454
FKBP3,0.20022035
CUEDC2,0.199995
MAP1LC3A,0.19996995
NAGK,0.19991986
STMP1,0.1998698
NCSTN,0.19976963
FZD1,0.19966947
CTBP2,0.19954427
EPS8,0.1989433
AKR7A2,0.19891827
SMIM37,0.19891827
CPSF6,0.1986929
SERPING1,0.19864284
TGFBR2,0.19854267
STT3B,0.19849259
AK3,0.19839242
KIF12,0.19834235
NDUFS2,0.19829227
SREBF1,0.19826722
G3BP1,0.19824219
NFIA,0.19811699
YME1L1,0.19809195
ESYT2,0.19799179
THRAP3,0.1979417
PBX3,0.19779147
PAFAH1B3,0.1976913
DACT3,0.1976913
HUWE1,0.1976913
PTPRA,0.1975661
POGZ,0.19754107
TLE1,0.19751602
SMIM7,0.19749099
LRRFIP1,0.1974409
INSL5,0.19741586
GPBP1,0.19741586
SAP30BP,0.19726562
HOXB3,0.19721554
NELFE,0.19706531
NARF,0.19704026
CLK2,0.19704026
CHID1,0.19689003
LMNB2,0.19671474
PLEKHB2,0.19661458
METTL7A,0.19648938
ATXN10,0.19648938
LRRC41,0.19641426
DDOST,0.19636418
C7orf50,0.19633915
ARHGEF17,0.1963141
WASL,0.19608875
CHMP5,0.19596355
CCDC14,0.1959385
TACC1,0.19591346
SHC2,0.19571315
EFHD2,0.19571315
PRMT2,0.19566306
ARRDC1,0.19561298
CCDC107,0.1954377
GPBP1L1,0.19538762
COMTD1,0.19533753
TPD52,0.19528747
BUD31,0.19526242
DSC2,0.19521233
GPC6,0.19513722
SMARCA4,0.19513722
DMAP1,0.19508713
C1orf21,0.1950621
FAR1,0.19503705
TRIP6,0.19491185
PLIN3,0.19486178
PSMC6,0.19483674
METRNL,0.19483674
VAT1,0.19478665
IDI1,0.19478665
NFKBIA,0.1946865
PEA15,0.1945613
PCK1,0.1944361
KLC4,0.1944361
FARP1,0.19438602
WAC,0.19421074
MAEA,0.19416066
UBE2R2,0.19368489
GNPTG,0.19363482
ARHGEF40,0.19350961
MAP7D1,0.19348457
FERMT2,0.19345954
TEAD3,0.19338441
DMBT1,0.19325921
MARK3,0.19315906
MLLT11,0.19313401
MRPL34,0.19308393
SLC25A11,0.1930589
NDRG2,0.1930589
AKT2,0.1929337
TSPAN6,0.1929337
RAB10,0.19288361
NPLOC4,0.1928085
RAB14,0.19275841
PCGF3,0.19275841
UBR4,0.19273338
NOTCH2,0.19260818
HDAC5,0.19258313
EIF1B,0.19258313
ATP6V0A1,0.19245793
GYPC,0.19240785
EIF4E2,0.19238281
WDR82,0.19220753
SAE1,0.19215745
ELAVL1,0.19203225
PUM1,0.19203225
NSD2,0.19198216
TPR,0.1918069
NUBP2,0.19175681
ITGB4,0.19175681
BNIP3L,0.19175681
NRDC,0.19170673
NLRP1,0.1916817
LAPTM4B,0.19163162
PADI2,0.19163162
EPHB4,0.19163162
ETNK1,0.19155648
C1orf123,0.19148137
SPCS3,0.19148137
ITPA,0.19128105
SVIL,0.19123097
GOLGB1,0.1911308
NDUFA9,0.19105569
PINK1,0.19103065
CES3,0.19098057
CASC3,0.19098057
ARHGEF7,0.19090545
COPB1,0.19085537
DLGAP4,0.19080529
EML4,0.19080529
UBE2N,0.19080529
CSKMT,0.1907552
HMGCR,0.19068009
PPP1R1B,0.19065505
AKAP9,0.19063
SMARCA5,0.19032952
FAM3C,0.19020432
APEH,0.19020432
MGMT,0.19015424
FAM213A,0.19010417
HNRNPUL2,0.19007912
RCN3,0.19002904
MED15,0.190004
SVEP1,0.18997897
GRB2,0.18997897
AP2B1,0.18995392
WDR34,0.18990384
TRIP12,0.18985377
RAF1,0.18985377
AGAP3,0.18985377
VIPR1,0.18965344
CCDC85B,0.18965344
GALNT12,0.1896284
ARID1A,0.18960336
TSC22D3,0.18957832
TMED3,0.18955329
MAGOH,0.18947816
SPATA20,0.18945312
FAM84A,0.18942809
RRAS,0.18940304
CDH5,0.18940304
PTTG1,0.18937801
TKT,0.18935296
SCAP,0.18932793
AHCYL2,0.18917768
SEPHS2,0.18910256
NCOR1,0.18905248
SNX6,0.18897736
RNF167,0.18895233
VPS35,0.18890224
TCF7L2,0.18890224
CYP3A5,0.18887721
CPSF7,0.18885216
ZKSCAN1,0.18870193
WBP2,0.18867688
MATN2,0.18860176
ABHD17C,0.18857673
ECHDC2,0.1882512
NFATC4,0.18820111
ZSWIM8,0.18807591
SUPT4H1,0.18807591
ARF3,0.18802585
TSPAN13,0.18802585
CABIN1,0.18802585
ADAM10,0.18802585
TBL1XR1,0.18802585
ADI1,0.18790065
RAMP1,0.1878756
UPF1,0.18782552
NARS,0.18780048
WNK2,0.18777545
COX20,0.1877504
ERBIN,0.1876252
COX7A1,0.1876252
CRABP1,0.18747497
RBM14,0.1873748
CD34,0.18732472
DCTPP1,0.18732472
DGCR6L,0.18727463
PA2G4,0.1872496
CAND1,0.18702424
FBH1,0.18684895
SPAG9,0.1867488
DHRS7,0.1867488
POLD2,0.18672375
PTCH1,0.18667367
KXD1,0.18667367
SH3GLB1,0.18664864
VKORC1,0.1864984
ACTR1A,0.18647335
MCM3,0.18647335
DDX42,0.18632312
HYI,0.18629807
FBRS,0.18627304
KAT2A,0.18622296
CRMP1,0.18619792
ALDOB,0.18617287
SPEG,0.18614784
GRSF1,0.18599759
ENAH,0.18589744
LGALS9,0.18579727
RNF10,0.18577224
TRPC4AP,0.18564704
NRP2,0.18564704
PPCS,0.18552184
MIEN1,0.18547176
SENP6,0.18547176
SLC39A14,0.18542168
DDX6,0.18539664
VWF,0.18534656
TRABD,0.18527143
ZDHHC3,0.18522136
CS,0.18519631
RAD23B,0.18517128
CYTH2,0.18517128
PXMP2,0.18509616
TCF3,0.18507111
MTA1,0.18502103
TAF1D,0.184996
EPAS1,0.1848708
SLC7A7,0.18484576
SEC62,0.18459535
ZNF358,0.18442008
CBX6,0.18439503
PTPN18,0.18437
BOC,0.18431991
EI24,0.18429486
MTFR1L,0.18426983
SAMD1,0.18409455
PIN4,0.18409455
DNAJC4,0.18401943
GUCA2B,0.18401943
SNX1,0.18381912
AZIN1,0.18369392
TCEAL9,0.18364383
SCARB1,0.18354367
TMEM167A,0.18349358
UBALD2,0.18346855
ADRM1,0.18346855
CSNK1G2,0.18344352
SIRT2,0.18339343
AKR1B1,0.18339343
MAPKAPK2,0.18336838
CDIPT,0.1833183
ASXL1,0.18326823
WLS,0.18314303
RING1,0.1830679
GBF1,0.1830679
MBD6,0.18304287
MRPL54,0.18304287
TRIM2,0.18301784
PCED1A,0.18299279
USH1C,0.18299279
U2SURP,0.18296775
SNF8,0.18289264
CGGBP1,0.18289264
ROCK2,0.18286759
JCHAIN,0.18284255
SLC39A4,0.18284255
DCAF8,0.18279247
DGUOK,0.18279247
PCK2,0.18276742
TMUB2,0.18271735
METRN,0.18266727
MIB2,0.18251702
MAPK1,0.1824419
CARS2,0.1823167
TRAF4,0.18221654
PARVA,0.18204127
USP7,0.18201622
RUVBL2,0.18186599
B3GNT7,0.1818159
CCL2,0.18169071
COG4,0.18151543
RAB6A,0.18151543
SCRN2,0.18141526
ARHGEF2,0.18131511
LAD1,0.18129006
PLEKHA6,0.18118991
CREBBP,0.18113983
ERGIC1,0.18108974
BEX4,0.18108974
PDHA1,0.18101463
CFLAR,0.18098958
MRPS7,0.18088943
GNAI3,0.18083934
RBPJ,0.18073918
ABHD14B,0.18028846
MCM3AP,0.18026341
PYURF,0.18026341
MTPN,0.18021335
OGDH,0.1801883
PDLIM5,0.18016326
PLS3,0.18011318
HLX,0.1800631
FURIN,0.17998798
POR,0.17991287
AKAP13,0.17978767
MGST2,0.17978767
RAB11FIP1,0.17963742
TPRG1L,0.17958733
RNPEP,0.1795623
CWC15,0.17928685
CNIH4,0.17926182
PPP2R5C,0.17923678
BTBD6,0.1791867
PCM1,0.17908654
TTC17,0.1790615
SMAD4,0.17903645
DOCK6,0.17901142
GABARAP,0.17896134
WTAP,0.1789363
SYPL1,0.17891125
CYB5A,0.17876102
HSD17B10,0.1786859
TXLNA,0.1786859
ARHGEF12,0.17866085
MAPK8IP3,0.17863582
CHP2,0.17853566
IMMT,0.17843549
RAB13,0.17836037
LRRC59,0.17821014
RNF187,0.17808494
CENPT,0.17808494
FAM114A1,0.17808494
SLC35A3,0.17803486
FMOD,0.17800982
SPAG7,0.17800982
FNTA,0.17790966
EFS,0.17790966
RUSC1,0.17788461
GTF3C1,0.17785957
ABHD12,0.17783454
OCIAD2,0.17783454
DAB2,0.17775941
MYO1B,0.17768429
PMM1,0.17765926
CLEC11A,0.17760918
TUSC3,0.17740886
FLOT2,0.17738381
SPPL3,0.17733373
ACTR1B,0.17723358
ZNF638,0.17713341
SEC24C,0.17708333
TJP3,0.17703326
MFF,0.17698318
PQBP1,0.1769331
NBEAL2,0.17688301
